timestamp,site_id,energy_mwh
2024-07-01 00:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 01:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 02:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 03:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 04:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 05:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 06:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 07:00:00-07:00,PalmSprings_SolarFarm,21.2
2024-07-01 08:00:00-07:00,PalmSprings_SolarFarm,38.7
2024-07-01 09:00:00-07:00,PalmSprings_SolarFarm,58.7
2024-07-01 10:00:00-07:00,PalmSprings_SolarFarm,67.4
2024-07-01 11:00:00-07:00,PalmSprings_SolarFarm,77.5
2024-07-01 12:00:00-07:00,PalmSprings_SolarFarm,89.4
2024-07-01 13:00:00-07:00,PalmSprings_SolarFarm,92.7
2024-07-01 14:00:00-07:00,PalmSprings_SolarFarm,86.3
2024-07-01 15:00:00-07:00,PalmSprings_SolarFarm,77.6
2024-07-01 16:00:00-07:00,PalmSprings_SolarFarm,73.0
2024-07-01 17:00:00-07:00,PalmSprings_SolarFarm,56.7
2024-07-01 18:00:00-07:00,PalmSprings_SolarFarm,39.1
2024-07-01 19:00:00-07:00,PalmSprings_SolarFarm,21.5
2024-07-01 20:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 21:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 22:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-01 23:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 00:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 01:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 02:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 03:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 04:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 05:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 06:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 07:00:00-07:00,PalmSprings_SolarFarm,19.9
2024-07-02 08:00:00-07:00,PalmSprings_SolarFarm,37.5
2024-07-02 09:00:00-07:00,PalmSprings_SolarFarm,57.5
2024-07-02 10:00:00-07:00,PalmSprings_SolarFarm,71.6
2024-07-02 11:00:00-07:00,PalmSprings_SolarFarm,82.5
2024-07-02 12:00:00-07:00,PalmSprings_SolarFarm,89.3
2024-07-02 13:00:00-07:00,PalmSprings_SolarFarm,90.5
2024-07-02 14:00:00-07:00,PalmSprings_SolarFarm,94.7
2024-07-02 15:00:00-07:00,PalmSprings_SolarFarm,88.1
2024-07-02 16:00:00-07:00,PalmSprings_SolarFarm,75.8
2024-07-02 17:00:00-07:00,PalmSprings_SolarFarm,61.0
2024-07-02 18:00:00-07:00,PalmSprings_SolarFarm,42.2
2024-07-02 19:00:00-07:00,PalmSprings_SolarFarm,22.2
2024-07-02 20:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 21:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 22:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-02 23:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-03 00:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-03 01:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-03 02:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-03 03:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-03 04:00:00-07:00,PalmSprings_SolarFarm,0.0
2024-07-03 05:00:00-07:00,PalmSprings_SolarFarm,0.0
